Text,Class
Attn=3A The President=2C Dear Sir=2C My mail may come to you as a surprise=2C but sincerely this is a proposal for a business deal that will benefit both of us=2E I am contacting you after a frantic search for a person who will be trustworthy and capable of handling a business of this dimension=2E My name is Mr=2E Jonathan Mokoena=2C the Under-Secretary in charge of Intergration at the Specialized Technical Committee of the African Union =28AU=29=2C formerly Organization of Afriacn Unity =28OAU=29=2E You may be aware of the transformation of the OAU to AU=2C and the mandate to build a new united Africa modelled on the pattern of European Union =28EU=29=2E For this therefore=2C the various African leaders recently inaugurated the New Patnership for African Development =28NEPAD=29=2E NEPAD is to streamline Africa towards achieving a common market=2C defence force=2C currency=2C foreign policy=2C judiciary etc=2E For the above=2C the various African countries have made whosoever contributions in hundreds of million dollars=2E We have equally received grants=2Faids from the EU=2C USA and other international governments and agencies=2E These moneies in all have ran into millions of dollars=2E As the officer in charge of receiving and managing these funds and executing the projects for which they are ment for=2C I have received all the money expected=2E I have also prepared my account which I have submitted to the AU High Command=2C and it has been approved by the AU Secratary-General=2C Dr=2E Amara Essy=2E However=2C in some of the money received=2C some of the donor countries and international bodies remitted to us amounts in excess of what they pledged=2E The AU before now=2C has written to all of them to acknowledge the receipt of the monies from them=2E The money in excess and which I have kept out with only me having knowledge of it=2C is in the tune of Thirty-Five Million United States Dollars =28US$35=2C000=2C000=2E00=29=2E As it is now=2C this money belongs to me=2C as neither the AU nor any of the donor countries=2Finternational agencies has declared their money missing=2E I am therefore contacting you to assist me with the movement and safe-keeping of this fund=2E As a public officer in my category=2C I cannot openly put this money into any bank here in Addis Ababa=2C Ethiopia=2C the AU headquarters where I am now=2C or in any other part of Africa=2C as an account holder=2E This will surely raise eyebrows and expose me=2E I have therefore concealed this amount of US$35M in four metal trunk boxes=2C and declared them as artefacts belonging to a foreigner=2E I deposited the boxes with a Security Company based in Spain which has an affliate offices in Ghana=2C Cot d'Ivoire and South Africa=2E These cities are safe havens for this kind of transaction=2E This transaction will however be hitch-free=2E So=2C I would therefore want you to be in Banjul=2C The Gambia for the clearing and claiming of this fund=2E I will furnish you with information=2Fdocuments on how you will stand as the beneficiary of the boxes=2E I have decided to give to you 40% of the total amount involved=2E Please I will want you to contact me on this e-mail address or the alternative=3A =28joe=5Fmokoena=40fastermail=2Ecom=29=2E Also=2C you have to assure me of the secrecy and confidentiality in this transaction=2E Thanks in anticipation of your valued co-operation=2E Mr=2E Jonathan Mokoena=2E ,1
Have you reached Mark yet? I'd be happy to see him as he requested for a drop by.,0
Fyi,0
"#ff871e><U>00226-7885 75 97.</U></FONT>&nbsp;</FONT></STRONG></DIV><DIV><STRONG><FONT color=3D#8000ff><FONT color=3D#000000>Reply me On This= E-mail&nbsp;Address---<A href=3D""mailto:Address---genic2k@hotmail.com"" t=arget=3D_blank>genic2k@hotmail.com</A> </FONT>&nbsp;&nbsp;&nbsp;&nbsp; </=FONT></STRONG></DIV><DIV><STRONG>PLANE CRASH WEB SITE...<FONT color=3D#0000ff>http:/ews.bbc=.co.uk/1/hi/world/europe/859479.stm. </FONT><BR><BR>&nbsp;&nbsp;&nbsp;&nb=sp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbs=p;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbs=p;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp=; (""</STRONG><STRONG><FONT color=3D#007f40>REMITTANCE OF $15 MILLION U.S.=A DOLLARS<BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;=&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&=nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&n=bsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&n=bsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;CONFIDENTIAL IS THE CASE"")<BR></F=ONT><BR>Compliment Of The Season, <BR><BR>On a very good day. I am (Trevo=r Gumel&nbsp; Esq),the Head of file Department in African developent bank= (ADB).I got your contact from Yahoo tourist=20 search.<BR><BR>When i was searching for a foreign partner i assured of y=our capability and reliability to champion this businees opportunity when= i prayed to God or Allah about you.In my department we discovered an aba=ndoned sum of $ 15 million U.S.A dollars ( fifteen million U.S.A dollars)= . In an account that belongs to one of our foreign customer who died alo=ng with his entire family in <FONT color=3D#bf00bf><U>(Monday 31st July 2=000)</U></FONT> in a plane crash. Since we got information about his deat=h, we have been expecting his next of kin to come over and claim his mone=y because we cannot release it unless somebody applies for it as next of =kin or relati on to the deceased as indica ted in our banking guidelines,= but unfortunately we learnt that all his supposed next of kin or relatio=n died alongside with him at the plane crash leaving nobody behind for th=e claim. It is therefore upon this discovery that I and one official in m=y department now decided to make this busin ness proposal to you and release the money to you as the next of kin or =relation to the deceased for safety and subsequent disbursement since nob=ody is coming for it and we don=92t want this money to go into the bank t=reasury as unclaimed bill.<BR><BR>The Banking law and guideline here stip=ulates that if such money remained unclamed after five years, the money w=ill be transfered into the Bank treasury as unclaimed fund. The request o=f foreigner as next of kin in this business is occasioned by the fact tha=t the customer was a foreigner, and a Burkinabe cannot stand as next of k=in to a foreigner. We agree that 30 % of this money will be for you as fo=reign partner, in respect to the provision of a foreign account, 10 % wil=l be set aside for expenses incured during the business and 60 % would be= for me and my woman colleague. There after i will visit your country for= disbursement according to the percentages indicated. <BR><BR>Therefore t=o enable the immediate trnansfer of this fu nd to you as arranged, you must apply first to the bank as relations or =next of kin of the deceased indicating your bank name, your bank account =number, your private telephone and fax number for easy and effective comm=unication and location where the money will be remitted.Upon receipt of y=our reply, I will send to you by fax or email the text of the application= I will not fail to bring to your notice that this transaction is hitch f=ree and that you should not entertain any atom of fear as all required ar=rangements have been made for thetransfer. <BR><BR>You should contact me =on my number <FONT color=3D#ff409f><U>00226-7885 75 97</U></FONT>,and rep=ly me On This E-mail&nbsp;Address---<A href=3D""mailto:Address---genic2k@h=otmail.com"" target=3D_blank>genic2k@hotmail.com</A>&nbsp;immediately as s=oon as you receive this letter. Trusting to hear from you immediately. <B=R><BR>Your=92s faithfully,&nbsp;<BR><BR>Trevor Gumel&nbsp;&nbsp;(Esq.)<BR=><BR><FONT color=3D#407f00><U>POST SCRITUM:</U></FO NT>You have to keep everything secret as to enable the transfer to move =very smoothly in to the account you will prove to the bank.As you finishe=d reading this letter call me immediately so that we discuss very well ov=",1
"Se sottoscrivi un'Adsl Free 640 entro il 30 settembre avrai gratis tuttii consumi fino al 15/11/04 compreso! In piu' sono gratis il modem in como=datoe l'attivazione. Cosa aspetti? Prima attivi, piu' risparmi. Attivala subi=to!http://abbonati.tiscali.it/adsl/",1
"<P>Attn:The President/CEO</P><P>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; I crave you=r indulgence as I contact you in such a surprising manner. But I respectful=ly insist you read this letter carefully as I am optimistic it will open do=ors for unimaginable financial reward for both of us. </P><P>This business transaction might not fall within the wide spectrum of you=r business activities, but I plead your assistance, as your flair for profi=table business is needed.<BR>Permit me to introduce myself,I am Dr Blessed =Ogbe the Banking officer to Engr.Johnson Creek&nbsp; who was a major contra=ctor to oil companies,.On the 21st of April 2000,my lient, his wife and the=ir three children were involved in a car accident along Sagamu / Lagos Expr=ess Road. Unfortunately they All lost their lives in the event of the accid=ent.</P><P>Since then I have made several enquiries to your Embassy to locate any o=f my clients extended relatives, this has also proved unsuccessful. After t=hese several unsuccessful attempts, I decided to trace his relatives over t=he Internet to locate any member of his family but of no avail, hence I con=tacted you.I contacted you to assist in repartrating the money and property= left behind by my client before they get confiscated or declared unservice=able by the bank where this huge deposits were lodged. Particularly,the Ban=k where the deceased had an account valued at about US$15.2M (Fifteen&nbsp;= Million Two Hundred Thousand United Stated Dollars). <BR>&nbsp;<BR>Conseqe=ntly, the bank issued me a notice to provide the next of kin or have the ac=count confiscated. Since I have been unsuccesfull in locating the the relat=ives for over 2 years now. I seek your consent to present you as the next o=f kin of the deceased since you are from the same country so that the proce=eds of this account valued at US$15.2million can be paid to you and then yo=u and me can share the money. 60% to me and 40%<BR>to you.<BR>&nbsp;<BR>I h=ave all necessary legal documents that can be used to back up any claim we =may make. All I require is your honest co-operation to enable us see this d=eal through. I guarantee that this will be executed under a legitimate arra=ngement that will protect you from any breach of the law. <BR>&nbsp;<BR>Kin=dly email your&nbsp; following confidential information to me urgently to e=nable us proceed:<BR>&nbsp;<BR>a.Your complete names<BR>b.Your private tele=phone number<BR>c.Your private fax number<BR>d.Your private email address<B=R>&nbsp;<BR>Please direct your reply to my confidential email:blog333ng@mai=l.az or through the below fax.You can also reach me through my private tele=phone number&nbsp; stated below for any enquiries.<BR>&nbsp;<BR>Upon the re=ceipt of your information,I will advise you on the modalities of the transa=",1
AISHA KABILA LURENT   __________________________________________________Do You Yahoo!?Tired of spam?  Yahoo! Mail has the best spam protection around http://mail.yahoo.com __________________________________________________Do You Yahoo!?Tired of spam?  Yahoo! Mail has the best spam protection around http://mail.yahoo.com ,1
".co.ukBarry LeonardCommercial Loan Office=20Centrix Bank=201 Atwood Lane=20Bedford, New Hampshire 03110=20United Kingdom=20",1
I have not been able to reach oscar this am. We are supposed to send the pdb at 11. Can u receive it?,0
Adler Caroline E <AdlerCE@state.goy>Saturday June 27 2009 3:30 PMReSecretary Clinton -Wow - thank you so much for taking the time to send meCarolineIt continues to be an honor to work for you.,0
Remind me to discuss when we talk,0
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><HTML><HEAD><META http-equiv=3DContent-Type content=3D""text/html; =charset=3Diso-8859-1""><META content=3D""MSHTML 6.00.2800.1106"" name=3DGENERATOR><STYLE></STYLE></HEAD><BODY bgColor=3D#ffffff><DIV><FONT face=3DArial size=3D2>Dear friend</FONT></DIV><DIV>&nbsp;</DIV><DIV><FONT face=3DArial size=3D2>I am Mr. Nepyyvoda Petro a personal =treasurer to=20Mikhail Khodorkovsky <BR>the Richest man in Russia and owner of the =",1
12:45 would be better for Blair. What about Yang call?,0
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//DE""><HTML><HEAD><=META HTTP-EQUIV=3D""Content-Type"" CONTENT=3D""text/html; charset=3Dus-ascii"">=<TITLE>Message</TITLE></HEAD><BODY><P>Hello Friend,</P><P></P><P>It is my warmest pleasure in drawing your attention to this confidential= business proposal, having in mind that your positive response to this mail= will bring about success and interest to both parties involved. So I pray =that you give this proposal some consideration</P><P></P><P>I am <B>Mr.tony reid</B>, the Vault manager of <B>Capital Trust Deposit =UK</B>, one of the best of its kind, where most of our clients deposit thei=r valuables such as money, diamond, gold etc. I have been with this company= for the past 10 years now so I am conversant with everything that goes on =in it. Presently, there are some consignments deposited by various people f=or the past 6 years with nobody coming for them or paying for their demurra=ge. I carried out a private investigation and found out that most of them a=re dead and there are no traces of any member of their families.</P><P>To me this is an opportunity to make money because am a businessman who =believe that only my family should come before my business. Hence I have de=cided to seek your assistance in this lucrative but profitable transaction.= I need you to present yourself as the beneficiary of one late<B> Mr. Abram= abbas</B>, a Jewish man who owns two of such consignments deposited with u=s. If you accept this offer, all the relevant documents will be prepared in= your name with the assistance of some of my colleagues for the consignment= to be transferred to your country of residence. After which I will come ov=er to meet you so we can then share the valuables in these boxes and as wel=l discuss business. The net worth of the contents inside each of these boxe=s is $12,000,000 (twelve million United States dollars).</P><P>I will be willing to give to you 30% of the total sum upon the completio=n of the transaction if only you indicate your interest. I assure you that =you will not be subjected to any form of illegality, as far as you work han=d to hand with me on this.</P><P>I hope to further strengthen my business relationship with you after the= execution of this one. I strongly believe that for the sake of God, you wi=ll exhibit a trust worthy character when you receive these funds. Keep this= transaction confidential, for the sake of my job. Hear from you soon.</P><P>Please do endeavour to contact me on <A href=3D""mailto:email:tonyreid@ca=pitaltrustdeposit.co.uk""><U><FONT color=3D#0000ff>email:tonyreid@capitaltru=stdeposit.co.uk</U></FONT></A></P><P>&nbsp;</P><P>Mr tony reid.</P><P>Capital Trust Deposit UK .</P><P>London, </P><P>UK.</P><FONT size=3D2></FONT></BODY></HTML>",1
"Dearest,My name is mike Robert Guei, Son of the former militaryhead of state Cote D""ivoire west Afirca Gen Robert Guei whowas murdered by rebels on the 19th sept 2002 during coupattept ,after the tragic incident I ran to Accra-Ghana formy safety and because some years ago my late fatherdeposited sum of $9,000,000,00.Nine millions dollars in asecurity company here with my name as next of kin.Now I am looking for a trustworthy person to assist me withthe followings:(1)to assist me with an account where the fund will betransfer to. (2)to assist me and invest the money in a profitablebusiness in other for me to start a new life over there withyou.I hope you will trust to assist me as your brother or yourfriend,if so thank be to God because with him all things arepossible. Your urgent response is well appriciated. Thanks and remain bless, mike Robert G. ----------------------------------------Upgrade your account today for increased storage; mailforwarding or POP enabled e-mail with automatic virusscanning. Visit our member benefits page athttps://members.canada.com/benefits.aspx for moreinformation.",1
H <hrod17@clintonemail.com >Wednesday December 2 2009 7:59 AM'jake.sullivanRe: insertRELEASE IN PARTB5B6Ok let's discuss in call.,0
FYI.,0
PIs print.,0
Sorry to email you again on this but have you a date and time for sheikha moser see belowSent from my HTC FUZETM a Windows Mobile® smartphone from AT&TThis message has been scanned by MailController - www.MailController.altohiway.com,0
H <hrod17@clintonemail.com>Tuesday December 22 2009 10:04 AMB6And it was a pleasure working w you too!Mike--Thanks for your kind comments last night. And now all we have to do is deliver on what we wrought. I look forwardto following up w you on next steps. Until then happiest of holidays and here's to a new year w lower emissions highertransparency and more sleep! Best Hillary,0
Got it.,0
Let's lock it in asap. Thx.I am hoping to see draft of development speech today?,0
MS -- A wonderful note!,0
ATTN=3AC=2EE=2EO=2FPRESIDENT=2E I know this message is going to surprise you=2C considering that I am unknown to you=2C but I want you to know that this email is sent with all good intentions in mind=2E My name is Princewilliams Taylor=2C a Liberian and a younger brother to the incumbent president of Liberia=2C Charles Taylor=2C who is about to be exiled from the country=2E I have been delegated by Charles to leave Liberia for Dubai united arab emirates with the sum of =28US$8=2EM=29 Eight million United States dollars=2C and from Dubai united arab emirates look for a trustworthy person who will assist me with the transfer of the fund out of Dubai united arab emirates to a country where we can invest=2C and resettle in=2E Now=2C if you decide to assist me=2C first I will demand absolute confidentiality for my brother=92s sake and I want you to know that for your assistance you will be compensated with 20% of the Total sum=2E 10% for expenses and the remaining 70% you will help me for investments in your country=2CTHIS IS THE INFORMATION THAT I WANT YOU TO SEND TO ME THAT WILL HELP THE SECURITY COMPANY TO PUT THE NAME OF YOUR COMPANY OR YOU AS THE BONAFIDE BENEFICIARY=2E 1 YOUR FULL NAME 2 AGE 3 FULL ADDRESS 4 YOUR PRIVATE TEL=2FFAX NUMBER5 OCCUPATION 6 NATIONALITY 7 INTERNATIONAL PASSPORT COPY So immediately i receive those information i will forward you the Certificate of Deposite so that you can contact the Security Company for the Change ownship Certficate to your name=2CYou should keep everything confidential=2Ceven the security company do not know the contents of the consignment which was registered as farmily values=2EPlease send mail with this email address princewillams772=40z6=2Ecom=2Cit is confidential=2E please can you reach me through my private Telephone number which is +97150422=2E5106 for more information=2EYours trully=2C PRINCEWILLIAMS TAYLOR,1
From=3A Mrs Farah al-HashemiAddress=3A Chiang Rai hospital31-12 Chiang Rai - Lampoon Rd=2C=2CChiang Rai ThailandDearest Beloved=2CThank you for the attention being given to go through my mail=2EI amMrs=2EFarah al-Hashemi=2C The wife of Iraq military finance corps Chief=2Cwho was in charge of the payment of the military salary during his lifeservice time =2E I am 58 years old=2C i am now receiving treatment in thehospital=2E It's quite obvious that I won't live Longer according to mydoctor as i am suffering from my kidney transplant illness=2Cthis is because my illness has gotten to a very bad stage=2EMy late husband died from the British and American attacks over mycountry Iraq =2C I was born in Trinidad & Tobago while my husband is from Iraq and I met my husband  during the period of his 4 years training in  my country and we got married=2C during the period of our marriage we had two male children Musa and Idris=2EAfter the death of my husband =2C We inherited some money which my latehusband deposited with a Security  Company in Thailand forsafety =2EThe doctor has advised me that I may not live long=2C so I nowdecided to contact you to assist my two sons to claim this money From where it was deposited and guide them for investment as they do not have Idea or experience in business issueMy family will be interested in doing business in your country=2Ctherefore i would like to seek your assistance and help=2EI am interestedparticularly in properties =2C but your advise on other areas ofprivate sector would be highly appreciated=2C i am in believe that youwould be of great help in guiding my two sons to a successfulexploration of the investment potentials of your country =2C whichguarantees good capital returns and human security =2EAs a result of this=2C i can take you in confidence basically due of the source of the fund =2C herebybelieving that your assistance will be profitable to us=2EThe amount in question is USD$12 Million =2EI will appreciate yourwillingness to carry this transactions the gratification remark whichwill be determined as soon as i hear from you=2EAs i have mapped out 20%=2Cfor your assistance and 5% would be used for the re-reimbursementof any expenses that is incurred during on the process of thistransaction =2ELastly=2C I honestly pray that this money when transferred to yourcountry will be used for the said purpose of investing in the industry=2Cbecause I have come to find out that wealth acquisition without Allah isvanity upon vanity=2EI await your urgent reply to enable me up-date you with more information and how to proceed=2EDo feel free to ask me any question if you wish to as my husbandsdeath has blocked every trace of this money from us=2Cthe documentationsrelating to the deposit of this fund are all intact with my first sonfor your verification =2EI await to hearing from you soonest=2EYours Sincerely=2EMrs Farah al-Hashemi,1
No real harm other than taking up your time. But no real upside either. Over the last decade you've only spoken to oneor two people on the record for books but have regretted dozens many from people close to you. It's just been easiersaying no to all. Doesn't make it a wise policy but it's been SOP.If you'd like I can a) check in with the author see if he has others of stature talking to him; and b) tend to Sid,0
Take credit and announce Kelly taking next step etc Sent via Cingular Xpress Mail with Blackberry,0
Ordering now.,0
God be with you.Mr. Simon Robson.,1
"<DIV><DIV><STRONG>+27-73-244-79-98</STRONG></DIV><DIV>&nbsp;</DIV><DIV><STRONG>Mr. Kenneth Fuzane Daniel Nyerere,</STRONG></DIV><DIV>18, Pretoria Street,</DIV><DIV>Johannesburg, South Africa.</DIV><DIV>&nbsp;</DIV><DIV>Dear Sir,</DIV><DIV><STRONG><U></U></STRONG>&nbsp;</DIV><DIV><STRONG><U>RE:&nbsp; MR. KENNETH FUZANE DANIEL NYERERE<BR>BUSINESS PROPOSAL<BR>&nbsp;</U></STRONG><BR>I do foresee the surprise this letter will bringto you as it comes from a stranger. But be rest assured as it comes with best of intentions. However, your address was courtesy of a business journal at the World Trade Centre in Johannesburg. But after ueconsideration from your profile, I became aware and&nbsp; assured of your credibility of handling this trust and&nbsp; my future.Thus, after my humble decision to solicit&nbsp; for your understanding and co-operation in this&nbsp; transaction, as it will be beneficial to all of us involved. My name is&nbsp; <STRONG>MR. KENNETH FUZANE DANIEL NYERERE </STRONG>from Tanzania. <BR>&nbsp;&nbsp; <BR>&nbsp;I am the son of the Late President of Tanzania, <STRONG>JULIUS MWALIMU NYERERE </STRONG>who died about two years ago.&nbsp; My father used his position then to make for himself and us the family some fortune. My father died after a protracted illness. I was studying overseas when my&nbsp; father died and I was forced to return for the&nbsp; funeral. His attorney notified me and my family about&nbsp; my father's WILL with his chambers.&nbsp;&nbsp; </DIV><DIV>When I was going through the WILL, I discovered that my late father had used his&nbsp; position&nbsp; then to make some&nbsp; money, which he brilliantly transferred and deposited with a private Security company here in Johannesburg, Republic of South Africa. <BR>&nbsp;<BR>He deposited this consignment as valuables.The Security Company does not know that this consignment contains cash money, except the attorney and I. The amount is (<STRONG>Eighteen&nbsp; million United States Dollars USD 18,000,000.00 MILLION). </STRONG>However, my aim of contacting you is for you to help me lodge the whole&nbsp; sum into your nominated account in your country or any other part of the world. Secondly, you will also help me look for profitable investment overseas because I don't have knowledge of&nbsp; international investments. </DIV><DIV>&nbsp;</DIV><DIV>As a result of my present situation, I won't be able to conclude this transaction alone. If you are interested in helping me out, try and contact me with the above telephone number or my above&nbsp; e-mail address indicating your interest to help me,not forgetting to include your private phone and fax numbers for easier communication. I will then<BR>&nbsp;furnish you with more details. <BR>&nbsp; <BR>I have mutually agreed to compensate you with <STRONG>25% </STRONG>of the total sum for your ssistance,&nbsp;&nbsp; Then the remaining <STRONG>75% </STRONG>will remain for my family and I, which you will help us invest. Be informed that this transaction needs utmost trust and confidentiality. Note also that the transaction attracts no risk on your side hence all the modalities for safe, smooth and successful transaction have been arranged by me.</DIV><DIV>&nbsp;</DIV><DIV>Looking forward to receiving your urgent reply. <BR></DIV><DIV>Yours faithfully<BR><STRONG>for:&nbsp; THE FAMILY OF LATE JULIUS MWALIMU NYERERE</STRONG></DIV><DIV>&nbsp;</DIV><DIV><STRONG>MR. KENNETH FUZANE DANIEL NYERERE</STRONG></DIV><DIV>&nbsp;</DIV><DIV>&nbsp;</DIV><DIV>&nbsp;</DIV></DIV><p>		<hr size=1>Do you Yahoo!?<br> Yahoo! Search presents - <a href=""http://us.rd.yahoo.com/evt=30648/*http://movies.yahoo.com/movies/feature/jibjabinaugural.html"">Jib Jab's 'Second Term'</a><p>		<hr size=1>Do you Yahoo!?<br> The <a href=""http://my.yahoo.com"">all-new My Yahoo!</a> � Get yours free!    --0-558192566-1107854507=:450--",1
How about arranging a phone call between the two of you first to discuss the issues briefly then you could agreemutually when to meet.If you give me a time when you can take a quick phone call from the Crown Prince I will get the number for you to ring.Cherie Blair,0
FROM=3A Mr=2E Jeffrey DanielsTEL=3A27 835 067 386=2CDear Sir=2CIn order to transfer out =28US$12 Million=29 Twelve Million United StatesDollars from ABSA =2EI have picked-up the trust and courage to write youthis letter with divine confidence that you are a reliable and honestperson who will be capable for this important business transaction believing also that you will never let me down either now or in thefuture=2EMy name is Mr=2E Jeffrey Daniels a senior Auditing Officer withthe ABSA Bank in South Africa=2EThere is an account opened in this bankin1980 and since 1990 nobody has operated on this account again=2E Aftergoing through some old files in the records=2C I discovered that if I donot remit this money out urgently it would be forfeited for nothing=2EThe owner of this account died since 1990=2E No other person knows aboutthis account or any thing concerning it=2C the account has no otherbeneficiary and my investigation proved to me as well that thiscompanydoes not know anything about this account and the amount involved is=28US$12 million=29Twelve million United States Dollars=2EI want to transferthis sum of Twelve  million United States Dollars into a safe foreignaccount abroad=2EI am contacting you based on the fact that you are aforeigner because this money can only be approved for payment to aforeigner=2C more so it can not be approved by any local bank here=2C asthismoney is in US Dollars hence the former owner of this account is aforeigner too=2EI know that this proposal will come to you as a surprise as we don'tknow ourselves before=2E however I got your contact from an inter netconsultant here in South Africa=2C though I did not disclose thepurpose ofmy seeking for a foreign business partner to him=2EAlthough we will still have to meet possibly=2C sign some agreementbefore the final transfer of the fund into any of your chosendesignated bank account=2E I have involved a very senior official in theoperational department and we have agreed that after the transfer ofthemoney into your account=2C you shall be entitled to 25% of the totalsum=2Cwe the officials will take 70% while 5% is for expenses=2EAll necessary precautions have been taken to ensure a risk freesituation on the side of both parties=2E Please note that this deal can only take place on the following conditions=3A-1=2EYou will provide the bank account and other relevantparticulars=2Finformation for easy and onward Remittanceof this money=2E2=2EAbsolute confidentiality and sincerity will berequired and guaranteed=2C considering our =28me and mypartners=29 positions in the bank=2E3=2EAssurance that our own due share will be released tous in good faith when this money finally gets intoyour account=2EAll things being equal=2C this transaction will be within 10 workingdaysas soon as we hear from you=2EPlease treat with utmost confidentiality=2E Contact me as quickly aspossible through my e-mail box=2Cor above telephone number=2EExpecting your urgent response=2CBest Regards=2CMr=2E Jeffrey Daniels,1
"    BANK OF AFRICAAGENCE SAN PEDRO14 BP 1210 San Pedro 14Cote D'Ivoire-West Africa.  Dear Sir, =20I am Mrs Dorise Marie FRANCOISE,an accountant of auditing and accounting =section of Bank of Africa in Cote D'Ivoire.With due respect  and regard I wish to seek  your urgent assistance to tr=ansfer the sum of (U.S.7.5 MILLION DOLLARS)SEVEN  MILLION FIVE HUNDRED TH=OUSAND DOLLARS from the above mentioned bank. This money belongs to one o=f our customers,(Robert Rice ) who died in a plane crash with his wife an=d    the fund has been lying dormant with the bank with out any claim,eit=her from his family or relation up to date.=20I am contacting you to act as the bonafide next of kin to the deceased.Th=ere is no risk in this transaction,as all loope holes has been taken care= of,and all necessary informations as regards to this fund have been secu=red.Be notified that I am still working with the bank and it's only me and my= colleagues that are aware of this development,thus treat this proposal a=s confidential and secret for our security.I have served the bank faithfully for good number of years and 'am presen=tly preparing for my retirement therefore,I see this as a golden opportun=ity to be comfortable in life after retirement.=20As soon as this fund is secured into your account,I will come over for th=e collection of our due share.=20The sharing mod is as follows:20% for you the account owner,70% for me an=d my colleagues ,while 10% will be set aside for expensis made during the= transaction. =20Looking foward to hearing from you. =20My regards,Mrs Dorise Marie Fran=E7oise__________________________________________________Do You Yahoo!?Tired of spam?  Yahoo! Mail has the best spam protection around=20http://mail.yahoo.com=20",1
"Kone Law Firm6, Kofo Abayomi StreetVictoria IslandLagosNigeriawww.konelawfirm.comEmail.kone23401@yahoo.comDear Friend,",1
"Since we got this information about his death and on furtherinvestigation, I found out that he died without making a WILL,and all attempts to trace his next of kin was fruitless.I therefore made further investigation and discovered thatMr. Raymond Beck did not declare any kin or relations inallhis official documents,including his Bank Deposit paperworkin my Bank. This sum of US$12,000,000.00 is still sittingin my Bank and the interest is being rolled over with theprincipal sum at the end of each year.No one will ever comeforward to claim it.According to Laws of United Arab Emirates, at the expiration of 7 (seven) years, the money willrevert to the ownership of the ( U.A.E ) Government ifnobody applies to claim the fund.Consequently, my proposal is that I will like you as a foreigner to stand in as the next of kin to Mr. Raymond Beck so that the fruitsof this old man's labor will not get into the hands ofsome corrupt government officials.This is simple, I will like you to provide immediatelyyour full names and address so that the attorney willprepare the necessary documents and affidavits thatwill put you in place as the next of kin.We shall employ the services of an attorney for draftingand notarization of the WILL and to obtain the necessarydocuments and letter of probate/administration in yourfavor for the transfer. A bank account inany part ofthe world that you will provide will then facilitatethe transfer of this money to you as the beneficiaryext of kin.The money will be paid into your accountfor us to share in the ratio of60% for me and 40% foryou.There is no risk at all as all the paperwork for thistransaction will be done by the attorney and my positionas the Branch Manager guarantees the successful executionof this transaction.If you are interested, please replyimmediately via the private email address above. Uponyour response, I shall then provide you with moredetails and relevant documents that will help youunderstand the transaction.Please send me your confidential telephone and faxnumbers for easy communication.Please observe utmostconfidentiality, and rest assured that this transaction would be most profitable for both ofus because I shall require your assistance toinvest my share in your country.Awaiting your urgent reply via my confidential email addresshaithamsharaff1@arabtop.netRegardsMr. Haitham Sharaf,    --24dfe8f8-5930-431c-abb5-ecf874e7abe7--",1
Our schedule is pretty tight on the flight to Elmendorf - but we should be able to find a few minutes for you on the leg toTokyo,0
He called again. At home277,0
